,,,,,,,,,,,,,,,,,,,,,,
,,=Report!A8,=Report!A10,,,,,,,,,,,=O16*0.893,,=Q16*0.4365*0.893,,,=T16*0.893*0.8301,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
,Table 3.3,Crop,Potential yield 4,Common yield,Yield used ,Yield Expected,Typical yield range,N,P,K,Ca,Mg,S,Fertilizer-N recom.,,Fertilizer-P2O5 recom.,,,Fertilizer-K2O recom.,,,
Select,,Select,kg/ha,kg/ha,kg/ha,,kg/ha,-----------------------kg/t fw------------------,,,,,,Low,High,Low,Med,High,Low,Med,High,
Eggplant,8,Pepper,39300,33148,25000,"=IF($C$2=C13,$D$2,0)","29,749 to 36,547",1.65160356174126,0.345238460026502,2.49748188677579,0.806284886264536,0.319435390368912,0.268860554684239,"=IF(G13=0,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,3,FALSE)*(F13/1000)*I13),(VLOOKUP(C13,'Crop List'!$B$4:$L$34,3,FALSE)*(G13/1000)*I13))","=IF(G13=0,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,9,FALSE)*(F13/1000)*I13),(VLOOKUP(C13,'Crop List'!$B$4:$L$34,9,FALSE)*(G13/1000)*I13))","=IF(G13=0,((VLOOKUP(C13,'Crop List'!$B$4:$L$34,4,FALSE)*(F13/1000)*J13)*2.29),((VLOOKUP(C13,'Crop List'!$B$4:$L$34,4,FALSE)*(G13/1000)*J13)*2.29))","=IF(G13=0,((VLOOKUP(C13,'Crop List'!$B$4:$L$34,7,FALSE)*(F13/1000)*J13)*2.29),(VLOOKUP(C13,'Crop List'!$B$4:$L$34,7,FALSE)*(G13/1000)*J13)*2.29)","=IF(G13=0,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,10,FALSE)*(F13/1000)*J13)*2.29,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,10,FALSE)*(G13/1000)*J13)*2.29)","=IF(G13=0,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,5,FALSE)*(F13/1000)*K13)*1.2,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,5,FALSE)*(G13/1000)*K13)*1.2)","=IF(G13=0,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,8,FALSE)*(F13/1000)*K13)*1.2,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,8,FALSE)*(G13/1000)*K13)*1.2)","=IF(G13=0,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,11,FALSE)*(F13/1000)*K13)*1.2,(VLOOKUP(C13,'Crop List'!$B$4:$L$34,11,FALSE)*(G13/1000)*K13)*1.2)",
Forages->85d,9,Eggplant,50715,32100,25000,"=IF($C$2=C14,$D$2,0)","26,996 to 37,204",1.76967870654042,0.215191923577368,1.56006805759867,0.07460421375,0.173495191433333,0.16860139845,"=IF(G14=0,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,3,FALSE)*(F14/1000)*I14),(VLOOKUP(C14,'Crop List'!$B$4:$L$34,3,FALSE)*(G14/1000)*I14))","=IF(G14=0,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,9,FALSE)*(F14/1000)*I14),(VLOOKUP(C14,'Crop List'!$B$4:$L$34,9,FALSE)*(G14/1000)*I14))","=IF(G14=0,((VLOOKUP(C14,'Crop List'!$B$4:$L$34,4,FALSE)*(F14/1000)*J14)*2.29),((VLOOKUP(C14,'Crop List'!$B$4:$L$34,4,FALSE)*(G14/1000)*J14)*2.29))","=IF(G14=0,((VLOOKUP(C14,'Crop List'!$B$4:$L$34,7,FALSE)*(F14/1000)*J14)*2.29),(VLOOKUP(C14,'Crop List'!$B$4:$L$34,7,FALSE)*(G14/1000)*J14)*2.29)","=IF(G14=0,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,10,FALSE)*(F14/1000)*J14)*2.29,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,10,FALSE)*(G14/1000)*J14)*2.29)","=IF(G14=0,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,5,FALSE)*(F14/1000)*K14)*1.2,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,5,FALSE)*(G14/1000)*K14)*1.2)","=IF(G14=0,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,8,FALSE)*(F14/1000)*K14)*1.2,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,8,FALSE)*(G14/1000)*K14)*1.2)","=IF(G14=0,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,11,FALSE)*(F14/1000)*K14)*1.2,(VLOOKUP(C14,'Crop List'!$B$4:$L$34,11,FALSE)*(G14/1000)*K14)*1.2)",
Forages-30d,10,Cucumber,51672,38481,27500,"=IF($C$2=C15,$D$2,0)","30,946 to 46,017",1.07749696969697,0.282364653065678,1.20744349008052,0.03705,0.0228,0.18126,"=IF(G15=0,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,3,FALSE)*(F15/1000)*I15),(VLOOKUP(C15,'Crop List'!$B$4:$L$34,3,FALSE)*(G15/1000)*I15))","=IF(G15=0,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,9,FALSE)*(F15/1000)*I15),(VLOOKUP(C15,'Crop List'!$B$4:$L$34,9,FALSE)*(G15/1000)*I15))","=IF(G15=0,((VLOOKUP(C15,'Crop List'!$B$4:$L$34,4,FALSE)*(F15/1000)*J15)*2.29),((VLOOKUP(C15,'Crop List'!$B$4:$L$34,4,FALSE)*(G15/1000)*J15)*2.29))","=IF(G15=0,((VLOOKUP(C15,'Crop List'!$B$4:$L$34,7,FALSE)*(F15/1000)*J15)*2.29),(VLOOKUP(C15,'Crop List'!$B$4:$L$34,7,FALSE)*(G15/1000)*J15)*2.29)","=IF(G15=0,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,10,FALSE)*(F15/1000)*J15)*2.29,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,10,FALSE)*(G15/1000)*J15)*2.29)","=IF(G15=0,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,5,FALSE)*(F15/1000)*K15)*1.2,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,5,FALSE)*(G15/1000)*K15)*1.2)","=IF(G15=0,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,8,FALSE)*(F15/1000)*K15)*1.2,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,8,FALSE)*(G15/1000)*K15)*1.2)","=IF(G15=0,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,11,FALSE)*(F15/1000)*K15)*1.2,(VLOOKUP(C15,'Crop List'!$B$4:$L$34,11,FALSE)*(G15/1000)*K15)*1.2)",
Forages-40 to 45d,11,Pumpkin,36470,27039,25000,"=IF($C$2=C16,$D$2,0)","23,161 to 30,917",3.06371663967053,0.360620749091124,3.17793905575421,0.174647406733394,0.217129208371247,,"=IF(G16=0,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,3,FALSE)*(F16/1000)*I16),(VLOOKUP(C16,'Crop List'!$B$4:$L$34,3,FALSE)*(G16/1000)*I16))","=IF(G16=0,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,9,FALSE)*(F16/1000)*I16),(VLOOKUP(C16,'Crop List'!$B$4:$L$34,9,FALSE)*(G16/1000)*I16))","=IF(G16=0,((VLOOKUP(C16,'Crop List'!$B$4:$L$34,4,FALSE)*(F16/1000)*J16)*2.29),((VLOOKUP(C16,'Crop List'!$B$4:$L$34,4,FALSE)*(G16/1000)*J16)*2.29))","=IF(G16=0,((VLOOKUP(C16,'Crop List'!$B$4:$L$34,7,FALSE)*(F16/1000)*J16)*2.29),(VLOOKUP(C16,'Crop List'!$B$4:$L$34,7,FALSE)*(G16/1000)*J16)*2.29)","=IF(G16=0,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,10,FALSE)*(F16/1000)*J16)*2.29,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,10,FALSE)*(G16/1000)*J16)*2.29)","=IF(G16=0,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,5,FALSE)*(F16/1000)*K16)*1.2,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,5,FALSE)*(G16/1000)*K16)*1.2)","=IF(G16=0,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,8,FALSE)*(F16/1000)*K16)*1.2,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,8,FALSE)*(G16/1000)*K16)*1.2)","=IF(G16=0,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,11,FALSE)*(F16/1000)*K16)*1.2,(VLOOKUP(C16,'Crop List'!$B$4:$L$34,11,FALSE)*(G16/1000)*K16)*1.2)",
Forages-60 to 65d,12,Cantaloupe,31767,20562,20562,"=IF($C$2=C17,$D$2,0)","14,170 to 26,954",3.14391110120786,0.438563552954597,3.72681515910415,1.84300620948281,0.222866820141513,0.38084285130973,"=IF(G17=0,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,3,FALSE)*(F17/1000)*I17),(VLOOKUP(C17,'Crop List'!$B$4:$L$34,3,FALSE)*(G17/1000)*I17))","=IF(G17=0,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,9,FALSE)*(F17/1000)*I17),(VLOOKUP(C17,'Crop List'!$B$4:$L$34,9,FALSE)*(G17/1000)*I17))","=IF(G17=0,((VLOOKUP(C17,'Crop List'!$B$4:$L$34,4,FALSE)*(F17/1000)*J17)*2.29),((VLOOKUP(C17,'Crop List'!$B$4:$L$34,4,FALSE)*(G17/1000)*J17)*2.29))","=IF(G17=0,((VLOOKUP(C17,'Crop List'!$B$4:$L$34,7,FALSE)*(F17/1000)*J17)*2.29),(VLOOKUP(C17,'Crop List'!$B$4:$L$34,7,FALSE)*(G17/1000)*J17)*2.29)","=IF(G17=0,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,10,FALSE)*(F17/1000)*J17)*2.29,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,10,FALSE)*(G17/1000)*J17)*2.29)","=IF(G17=0,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,5,FALSE)*(F17/1000)*K17)*1.2,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,5,FALSE)*(G17/1000)*K17)*1.2)","=IF(G17=0,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,8,FALSE)*(F17/1000)*K17)*1.2,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,8,FALSE)*(G17/1000)*K17)*1.2)","=IF(G17=0,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,11,FALSE)*(F17/1000)*K17)*1.2,(VLOOKUP(C17,'Crop List'!$B$4:$L$34,11,FALSE)*(G17/1000)*K17)*1.2)",
Mango,13,Watermelon,51900,41047,41047,"=IF($C$2=C18,$D$2,0)","31,402 to 50,692",1.92649493815025,0.193550536564039,3.29154393582643,0.129946928677756,0.385644005458625,0.152268171721943,"=IF(G18=0,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,3,FALSE)*(F18/1000)*I18),(VLOOKUP(C18,'Crop List'!$B$4:$L$34,3,FALSE)*(G18/1000)*I18))","=IF(G18=0,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,9,FALSE)*(F18/1000)*I18),(VLOOKUP(C18,'Crop List'!$B$4:$L$34,9,FALSE)*(G18/1000)*I18))","=IF(G18=0,((VLOOKUP(C18,'Crop List'!$B$4:$L$34,4,FALSE)*(F18/1000)*J18)*2.29),((VLOOKUP(C18,'Crop List'!$B$4:$L$34,4,FALSE)*(G18/1000)*J18)*2.29))","=IF(G18=0,((VLOOKUP(C18,'Crop List'!$B$4:$L$34,7,FALSE)*(F18/1000)*J18)*2.29),(VLOOKUP(C18,'Crop List'!$B$4:$L$34,7,FALSE)*(G18/1000)*J18)*2.29)","=IF(G18=0,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,10,FALSE)*(F18/1000)*J18)*2.29,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,10,FALSE)*(G18/1000)*J18)*2.29)","=IF(G18=0,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,5,FALSE)*(F18/1000)*K18)*1.2,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,5,FALSE)*(G18/1000)*K18)*1.2)","=IF(G18=0,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,8,FALSE)*(F18/1000)*K18)*1.2,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,8,FALSE)*(G18/1000)*K18)*1.2)","=IF(G18=0,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,11,FALSE)*(F18/1000)*K18)*1.2,(VLOOKUP(C18,'Crop List'!$B$4:$L$34,11,FALSE)*(G18/1000)*K18)*1.2)",
Onion,14,Coffee,3784,1986,500,"=IF($C$2=C19,$D$2,0)","1,356 to 2,617",5.5216107376699,0.385533124331119,6.73081242549806,0.862737407748219,0.418029110915599,0.44726891768268,"=IF(G19=0,((VLOOKUP(C19,'Crop List'!$B$4:$L$34,3,FALSE)*(F19/1000)*I19))*6.15,((VLOOKUP(C19,'Crop List'!$B$4:$L$34,3,FALSE)*(G19/1000)*I19)))*6.15","=IF(G19=0,((VLOOKUP(C19,'Crop List'!$B$4:$L$34,9,FALSE)*(F19/1000)*I19))*6.15,((VLOOKUP(C19,'Crop List'!$B$4:$L$34,9,FALSE)*(G19/1000)*I19))*6.15)","=IF(G19=0,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,4,FALSE)*(F19/1000)*J19)*2.29))*6.15,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,4,FALSE)*(G19/1000)*J19)*2.29))*6.15)","=IF(G19=0,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,7,FALSE)*(F19/1000)*J19)*2.29))*6.15,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,7,FALSE)*(G19/1000)*J19)*2.29)*6.15))","=IF(G19=0,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,10,FALSE)*(F19/1000)*J19)*2.29))*6.15,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,10,FALSE)*(G19/1000)*J19)*2.29)*6.15))","=IF(G19=0,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,5,FALSE)*(F19/1000)*K19)*1.2))*6.15,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,5,FALSE)*(G19/1000)*K19)*1.2))*6.15)","=IF(G19=0,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,8,FALSE)*(F19/1000)*K19)*1.2))*6.15,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,8,FALSE)*(G19/1000)*K19)*1.2))*6.15)","=IF(G19=0,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,11,FALSE)*(F19/1000)*K19))*1.2)*6.15,(((VLOOKUP(C19,'Crop List'!$B$4:$L$34,11,FALSE)*(G19/1000)*K19))*1.2)*6.15)",
Papaya,15a,Corn -1,12514,8668,3000,"=IF($C$2=C20,$D$2,0)","6,785 to 10,551",11.998120165491,2.85726130071717,3.95135080811617,0.00845,1.1847161679652,0.775458205191199,"=IF(G20=0,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,3,FALSE)*(F20/1000)*I20),(VLOOKUP(C20,'Crop List'!$B$4:$L$34,3,FALSE)*(G20/1000)*I20))","=IF(G20=0,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,9,FALSE)*(F20/1000)*I20),(VLOOKUP(C20,'Crop List'!$B$4:$L$34,9,FALSE)*(G20/1000)*I20))","=IF(G20=0,((VLOOKUP(C20,'Crop List'!$B$4:$L$34,4,FALSE)*(F20/1000)*J20)*2.29),((VLOOKUP(C20,'Crop List'!$B$4:$L$34,4,FALSE)*(G20/1000)*J20)*2.29))","=IF(G20=0,((VLOOKUP(C20,'Crop List'!$B$4:$L$34,7,FALSE)*(F20/1000)*J20)*2.29),(VLOOKUP(C20,'Crop List'!$B$4:$L$34,7,FALSE)*(G20/1000)*J20)*2.29)","=IF(G20=0,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,10,FALSE)*(F20/1000)*J20)*2.29,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,10,FALSE)*(G20/1000)*J20)*2.29)","=IF(G20=0,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,5,FALSE)*(F20/1000)*K20)*1.2,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,5,FALSE)*(G20/1000)*K20)*1.2)","=IF(G20=0,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,8,FALSE)*(F20/1000)*K20)*1.2,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,8,FALSE)*(G20/1000)*K20)*1.2)","=IF(G20=0,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,11,FALSE)*(F20/1000)*K20)*1.2,(VLOOKUP(C20,'Crop List'!$B$4:$L$34,11,FALSE)*(G20/1000)*K20)*1.2)",
Pepper,15b,Corn,6530,4495,6000,"=IF($C$2=C21,$D$2,0)","3,794 to 5,196",20.7513985610027,2.85726130071717,3.95135080811617,0.00845,1.1847161679652,0.775458205191199,"=IF(G21=0,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,3,FALSE)*(F21/1000)*I21),(VLOOKUP(C21,'Crop List'!$B$4:$L$34,3,FALSE)*(G21/1000)*I21))","=IF(G21=0,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,9,FALSE)*(F21/1000)*I21),(VLOOKUP(C21,'Crop List'!$B$4:$L$34,9,FALSE)*(G21/1000)*I21))","=IF(G21=0,((VLOOKUP(C21,'Crop List'!$B$4:$L$34,4,FALSE)*(F21/1000)*J21)*2.29),((VLOOKUP(C21,'Crop List'!$B$4:$L$34,4,FALSE)*(G21/1000)*J21)*2.29))","=IF(G21=0,((VLOOKUP(C21,'Crop List'!$B$4:$L$34,7,FALSE)*(F21/1000)*J21)*2.29),(VLOOKUP(C21,'Crop List'!$B$4:$L$34,7,FALSE)*(G21/1000)*J21)*2.29)","=IF(G21=0,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,10,FALSE)*(F21/1000)*J21)*2.29,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,10,FALSE)*(G21/1000)*J21)*2.29)","=IF(G21=0,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,5,FALSE)*(F21/1000)*K21)*1.2,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,5,FALSE)*(G21/1000)*K21)*1.2)","=IF(G21=0,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,8,FALSE)*(F21/1000)*K21)*1.2,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,8,FALSE)*(G21/1000)*K21)*1.2)","=IF(G21=0,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,11,FALSE)*(F21/1000)*K21)*1.2,(VLOOKUP(C21,'Crop List'!$B$4:$L$34,11,FALSE)*(G21/1000)*K21)*1.2)",
Plantain,16,Cotton,2123,1648,1750,"=IF($C$2=C22,$D$2,0)","1,402 to 1,894",75,14.5,61.4,,,,"=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,3,FALSE)*(F22/1000)*I22),(VLOOKUP(C22,'Crop List'!$B$4:$L$34,3,FALSE)*(G22/1000)*I22))","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,9,FALSE)*(F22/1000)*I22),(VLOOKUP(C22,'Crop List'!$B$4:$L$34,9,FALSE)*(G22/1000)*I22))","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,4,FALSE)*(F22/1000)*J22)*2.29,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,4,FALSE)*(G22/1000)*J22)*2.29)","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,7,FALSE)*(F22/1000)*J22)*2.29,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,7,FALSE)*(G22/1000)*J22)*2.29)","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,10,FALSE)*(F22/1000)*J22)*2.29,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,10,FALSE)*(G22/1000)*J22)*2.29)","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,5,FALSE)*(F22/1000)*K22)*1.2,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,5,FALSE)*(G22/1000)*K22)*1.2)","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,8,FALSE)*(F22/1000)*K22)*1.2,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,8,FALSE)*(G22/1000)*K22)*1.2)","=IF(G22=0,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,11,FALSE)*(F22/1000)*K22)*1.2,(VLOOKUP(C22,'Crop List'!$B$4:$L$34,11,FALSE)*(G22/1000)*K22)*1.2)",
Pumpkin,17,Soybean,3706.6,,3000,"=IF($C$2=C23,$D$2,0)","2,276 to 3,151",54.3299072859886,3.66290235636465,23.5019886339975,2.38245193862237,2.30032223032444,3.01585687869447,25,,"=IF(G23=0,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,4,FALSE)*(F23/1000)*J23)*2.29,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,4,FALSE)*(G23/1000)*J23)*2.29)","=IF(G23=0,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,7,FALSE)*(F23/1000)*J23)*2.29,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,7,FALSE)*(G23/1000)*J23)*2.29)","=IF(G23=0,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,10,FALSE)*(F23/1000)*J23)*2.29,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,10,FALSE)*(G23/1000)*J23)*2.29)","=IF(G23=0,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,5,FALSE)*(F23/1000)*K23)*1.2,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,5,FALSE)*(G23/1000)*K23)*1.2)","=IF(G23=0,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,8,FALSE)*(F23/1000)*K23)*1.2,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,8,FALSE)*(G23/1000)*K23)*1.2)","=IF(G23=0,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,11,FALSE)*(F23/1000)*K23)*1.2,(VLOOKUP(C23,'Crop List'!$B$4:$L$34,11,FALSE)*(G23/1000)*K23)*1.2)",
Soybean,18a,Forages-30d,24917,20054.7821714286,20000,"=IF($C$2=C24,$D$2,0)","18,641 to 21,468",20.9583851549691,2.96666666666667,16.6061699517756,5,1.6,,300,200,"=IF(G24=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,4,FALSE)*(F24/1000)*J24)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,4,FALSE)*(G24/1000)*J24)*2.29)","=IF(G24=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,7,FALSE)*(F24/1000)*J24)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,7,FALSE)*(G24/1000)*J24)*2.29)","=IF(G24=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,10,FALSE)*(F24/1000)*J24)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,10,FALSE)*(G24/1000)*J24)*2.29)","=IF(G24=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,5,FALSE)*(F24/1000)*K24)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,5,FALSE)*(G24/1000)*K24)*1.2)","=IF(G24=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,8,FALSE)*(F24/1000)*K24)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,8,FALSE)*(G24/1000)*K24)*1.2)","=IF(G24=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,11,FALSE)*(F24/1000)*K24)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,11,FALSE)*(G24/1000)*K24)*1.2)",
Tomato,18b,Forages-40 to 45d,31015,26654,25000,"=IF($C$2=C25,$D$2,0)","25,523 to 27,786",16.924063525165,2.68573889281019,16.6061699517756,5.14269849184404,3.26546653111179,,300,200,"=IF(G25=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,4,FALSE)*(F25/1000)*J25)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,4,FALSE)*(G25/1000)*J25)*2.29)","=IF(G25=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,7,FALSE)*(F25/1000)*J25)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,7,FALSE)*(G25/1000)*J25)*2.29)","=IF(G25=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,10,FALSE)*(F25/1000)*J25)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,10,FALSE)*(G25/1000)*J25)*2.29)","=IF(G25=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,5,FALSE)*(F25/1000)*K25)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,5,FALSE)*(G25/1000)*K25)*1.2)","=IF(G25=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,8,FALSE)*(F25/1000)*K25)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,8,FALSE)*(G25/1000)*K25)*1.2)","=IF(G25=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,11,FALSE)*(F25/1000)*K25)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,11,FALSE)*(G25/1000)*K25)*1.2)",
Watermelon,18c,Forages-60 to 65d,35860,29156,30000,"=IF($C$2=C26,$D$2,0)","27,826 to 30,486",12.255772348623,1.77182644110276,12.6737253289474,4.92004523026316,2.33894501879699,,300,200,"=IF(G26=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,4,FALSE)*(F26/1000)*J26)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,4,FALSE)*(G26/1000)*J26)*2.29)","=IF(G26=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,7,FALSE)*(F26/1000)*J26)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,7,FALSE)*(G26/1000)*J26)*2.29)","=IF(G26=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,10,FALSE)*(F26/1000)*J26)*2.29,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,10,FALSE)*(G26/1000)*J26)*2.29)","=IF(G26=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,5,FALSE)*(F26/1000)*K26)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,5,FALSE)*(G26/1000)*K26)*1.2)","=IF(G26=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,8,FALSE)*(F26/1000)*K26)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,8,FALSE)*(G26/1000)*K26)*1.2)","=IF(G26=0,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,11,FALSE)*(F26/1000)*K26)*1.2,(VLOOKUP(""grassland"",'Crop List'!$B$4:$L$34,11,FALSE)*(G26/1000)*K26)*1.2)",
